sim_idx,generation,individual_idx,obs_l,obs_w,obs_h,obs_x,obs_y,obs_r,distanza_minima_m,landato,durata_s,errore
70,3,15,6.0,3.8217475853068272,3.8845888516199367,-5.987254075899933,2.1878880222954527,43.36372499525631,1.173,True,155.2,
71,3,16,5.8276309531301695,3.734842669393179,4.307926593321243,-5.886682751607667,1.0886853468871491,43.592356661541984,0.094,True,129.3,
72,3,17,5.178720048895223,4.65014262075654,4.709789789447053,-5.716660330797282,0.8487516573507444,43.56981157743694,1.008,True,122.4,
73,3,18,5.7306077425489015,3.6779558592234403,4.931440689883775,-6.01050637588704,2.243530567060712,44.34925204064777,0.707,True,133.4,
74,3,19,5.812953950627164,4.3316800880874995,3.395076166493009,-5.929946353702857,1.5426592081870443,42.98841454444622,0.0,True,142.7,
75,4,2,4.982458664149334,4.981121798018901,3.69967491075381,-5.622427792757652,0.8642061662234402,38.58875047201771,0.0,True,124.5,
76,4,3,4.982458664149334,4.981121798018901,3.69967491075381,-5.622427792757652,0.8642061662234402,38.58875047201771,0.0,True,134.7,
77,4,4,5.650516502171739,4.430964649065047,3.397718847003225,-7.881060026877801,1.8335873658967463,42.86989376949717,0.605,True,146.4,
78,4,5,6.0,4.30274123237319,3.4063675240873237,-6.6547025343844695,1.6404652981155226,43.01037857503326,0.47,True,137.5,
79,4,6,4.335772826024492,5.431722338313067,3.6245909924564335,-5.361357178678608,0.6013134896585488,37.57680774789991,0.0,True,114.4,
80,4,7,4.335772826024492,5.431722338313067,3.6245909924564335,-5.361357178678608,0.6013134896585488,37.57680774789991,0.0,True,122.7,
81,4,8,4.830788537275493,5.4564656781457295,3.3419958757416626,-6.0974760967924375,1.0232427360066683,43.239766399139526,0.24,True,127.7,
82,4,9,4.830788537275493,5.4564656781457295,3.0,-6.0974760967924375,1.0232427360066683,69.65767161795827,1.038,True,114.8,
83,4,10,5.295029082745215,5.158989704566006,3.706406347410101,-5.998403296240111,1.1355678283895627,42.92929032737363,0.242,True,135.2,
84,4,11,5.549514732583864,4.751033671469062,3.7118512363920977,-5.9908725548690445,1.3943450724842235,43.17095128744536,0.047,True,133.2,
85,4,12,5.928240665374871,4.846361877439769,3.7283313077496665,-5.841470987392316,1.285788182460677,41.52281672111436,0.127,True,118.6,
86,4,13,5.9220733075444825,5.048593358411002,3.430541181382358,-5.545640481055735,1.064736344539317,41.560596945986774,0.0,True,130.9,
87,4,14,5.82705938849069,4.308198394534929,4.505855239981117,-5.89800652708066,1.1348552172862565,42.866350740290414,0.578,True,126.7,
88,4,15,5.8104228867953545,4.4747310525235235,4.32371062071161,-5.901850862216955,1.6061948376086472,43.64804735355403,0.629,True,146.2,
89,4,16,4.822642111511952,4.993674248639352,3.689561065913127,-5.9991631799343255,0.4669255425777683,20.807533327754875,0.0,True,125.8,
90,4,17,5.350593954364749,5.595838162942643,3.558378165541181,-5.947657094783858,1.5763635953911694,23.092123376599968,0.005,True,149.1,
91,4,18,4.982458664149334,4.981121798018901,3.69967491075381,-5.622427792757652,0.8642061662234402,38.58875047201771,0.0,True,126.1,
92,4,19,4.830788537275493,5.4564656781457295,3.0275330898656443,-6.0974760967924375,1.0232427360066683,43.239766399139526,0.376,True,136.9,
